,candidate division NC10,0,0,0,0,0,0,0,0,0,0
,Candidatus Methylomirabilis,0,1,0,0,0,0,0,0,0,1
,Candidatus Methylomirabilis oxyfera,76,222,60,56,84,70,46,111,68,102
,candidate division SR1,0,0,0,0,0,0,0,0,0,0
,candidate division SR1 bacterium RAAC1_SR1_1,0,0,0,0,0,0,0,0,0,0
,candidate division WWE3,0,0,0,1,0,0,5,5,0,0
,candidate division WWE3 bacterium CSP1-7,0,0,0,0,7,0,0,0,0,0
,candidate division WWE3 bacterium RAAC2_WWE3_1,0,0,0,9,0,0,0,46,38,73
,Candidatus Aminicenantes,0,0,0,0,0,0,0,0,0,0
,"environmental samples <bacteria,phylum Candidatus Aminicenantes>",0,0,0,0,0,0,0,0,0,0
,uncultured Aminicenantes bacterium,0,10,0,0,0,14,0,14,0,7
,Candidatus Atribacteria,0,0,0,0,0,0,0,0,0,0
,"environmental samples <bacteria,phylum Candidatus Atribacteria>",0,0,0,0,0,0,0,0,0,0
,uncultured Candidatus Atribacteria bacterium,0,114,46,62,104,165,51,475,622,673
,Candidatus Berkelbacteria,0,10,0,5,0,3,1,4,0,0
,Berkelbacteria bacterium GW2011_GWA2_35_9,0,0,0,0,0,0,0,0,0,0
,Berkelbacteria bacterium GW2011_GWE1_39_12,0,7,0,0,0,6,7,12,0,15
,Candidatus Bipolaricaulota,12,45,18,11,34,42,13,28,16,19
,Candidatus Acetothermum,0,0,0,0,0,0,0,0,0,0
,Candidatus Acetothermum autotrophicum,11,38,0,5,13,20,0,18,22,22
,"environmental samples <bacteria,phylum Candidatus Bipolaricaulota>",0,0,0,0,0,0,0,0,0,0
,uncultured Acetothermia bacterium,0,0,0,0,0,0,0,0,0,0
,Candidatus Calescamantes,0,0,0,0,0,0,0,0,0,0
,KB1 group,0,0,0,0,0,0,0,0,0,0
,"environmental samples <bacteria,clade KB1 group>",0,6,0,0,8,0,0,2,0,0
,uncultured KB1 group bacterium Medee_0002,0,22,0,0,0,6,0,25,5,19
,uncultured KB1 group bacterium Medee_0003,0,0,0,0,0,0,0,8,0,0
,Candidatus Dependentiae,0,0,0,0,0,0,0,0,0,0
,Candidatus Babeliae,0,0,0,0,0,0,0,0,0,0
,Candidatus Babeliales,0,0,0,0,0,0,0,0,0,0
,Candidatus Babeliaceae,0,0,0,0,0,0,0,0,0,0
,Candidatus Babela,0,0,0,0,0,0,0,0,0,0
,Candidatus Babela massiliensis,64,203,34,64,22,68,64,81,5,37
,unclassified Candidatus Dependentiae,0,0,0,0,0,0,0,0,0,0
,candidate division TM6 bacterium GW2011_GWF2_28_16,0,0,0,0,0,0,0,0,0,0
,Candidatus Dojkabacteria,0,0,0,0,0,0,0,0,0,0
,"environmental samples <bacteria,clade Candidatus Dojkabacteria>",0,0,0,0,0,0,0,0,0,0
,uncultured bacterium pTW2,0,0,0,0,0,0,0,0,0,0
,Candidatus Saccharibacteria,7,16,10,11,22,12,10,19,5,16
,Candidatus Saccharibacteria oral taxon TM7x,0,0,0,0,0,0,0,0,0,0
,Candidatus Saccharimonas,0,0,0,0,0,0,0,0,0,0
,Candidatus Saccharimonas aalborgensis,0,0,0,0,0,0,0,0,0,0
,unclassified Saccharibacteria,0,0,0,0,0,0,0,0,0,0
,Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17,0,0,0,0,0,0,0,0,0,0
,Candidatus Saccharibacteria bacterium oral taxon 488,0,6,0,0,0,5,0,6,0,0
,Candidatus Saccharibacteria bacterium RAAC3_TM7_1,0,0,0,0,0,0,0,0,0,0
,Patescibacteria group,0,0,0,0,0,0,0,0,0,0
,Candidatus Gracilibacteria,0,0,0,0,0,0,0,0,0,0
,unclassified Candidatus Gracilibacteria,0,0,0,0,0,0,0,0,0,0
,Candidatus Gracilibacteria bacterium HOT-871,0,0,0,0,0,0,0,0,0,11
,Microgenomates group,0,0,0,0,0,0,0,0,0,0
,Candidatus Beckwithbacteria,0,0,0,0,0,0,0,0,0,0
,Candidatus Beckwithbacteria bacterium GW2011_GWC1_49_16,0,13,0,0,0,15,0,12,6,13
,Candidatus Microgenomates,0,0,0,0,0,2,0,1,0,3
,unclassified Microgenomates,5,0,6,4,6,4,2,8,5,10
,Candidatus Woesebacteria,0,0,0,0,0,0,0,0,0,0
,Candidatus Woesebacteria bacterium GW2011_GWF1_31_35,0,8,0,14,0,0,5,61,60,93
,unclassified Microgenomates group,0,0,0,0,0,0,0,0,0,0
,"environmental samples <bacteria,unclassified Microgenomates group>",0,0,0,0,0,0,0,0,0,0
,uncultured Microgenomates group bacterium,0,6,0,0,0,0,0,0,0,0
,Parcubacteria group,0,0,0,0,0,0,0,0,0,0
,Candidatus Campbellbacteria,0,0,0,0,0,0,0,0,0,0
,Candidatus Campbellbacteria bacterium GW2011_OD1_34_28,0,11,0,0,0,0,0,11,0,10
,Candidatus Parcubacteria,0,1,0,0,0,1,0,5,0,1
,unclassified Parcubacteria,0,7,0,6,7,12,5,13,11,8
,Candidatus Wolfebacteria,0,0,0,0,0,0,0,0,0,0
,Candidatus Wolfebacteria bacterium GW2011_GWB1_47_1,0,8,0,0,0,0,0,11,6,21
,Caldiserica/Cryosericota group,0,0,0,0,0,0,0,0,0,0
,Caldiserica,0,1,3,0,0,0,5,2,1,1
,Caldisericia,0,0,0,0,0,0,0,0,0,0
,Caldisericales,0,0,0,0,0,0,0,0,0,0
,Caldisericaceae,0,0,0,0,0,0,0,0,0,0
,Caldisericum,0,0,0,0,0,0,0,0,0,0
,Caldisericum exile,0,8,10,0,0,6,0,14,10,20
,"environmental samples <bacteria,phylum Caldiserica>",0,0,0,0,0,0,0,0,0,0
,uncultured Caldiserica bacterium,0,0,0,0,0,0,0,0,0,0
,Calditrichaeota,0,0,0,0,0,0,0,0,0,0
,Calditrichae,0,0,0,0,0,0,0,0,0,0
,Calditrichales,0,0,0,0,0,0,0,0,0,0
,Calditrichaceae,0,0,0,0,0,0,0,0,0,0
,Caldithrix,0,0,0,0,0,0,0,0,0,0
,Caldithrix abyssi,10,64,14,15,32,40,15,54,35,60
,Chrysiogenetes <phylum>,0,0,0,0,0,0,0,0,0,0
,Chrysiogenetes,0,0,0,0,0,0,0,0,0,0
,Chrysiogenales,0,0,0,0,0,0,0,0,0,0
,Chrysiogenaceae,0,0,0,0,0,0,0,0,0,0
,Desulfurispirillum,0,0,0,0,0,0,0,0,0,0
,Desulfurispirillum indicum,7,74,17,14,45,30,13,31,29,26
,Coprothermobacterota,0,0,0,0,0,0,0,0,0,0
,Coprothermobacteria,0,0,0,0,0,0,0,0,0,0
,Coprothermobacterales,0,0,0,0,0,0,0,0,0,0
,Coprothermobacteraceae,0,0,0,0,0,0,0,0,0,0
,Coprothermobacter,0,0,0,0,0,0,0,2,0,0
,Coprothermobacter proteolyticus,0,8,0,7,5,5,0,19,16,17
,Deferribacteres <phylum>,0,0,0,0,0,0,0,0,0,0
,Deferribacteres,1,1,2,2,2,5,0,2,0,0
,Deferribacterales,0,0,0,0,0,0,0,0,0,0
,Deferribacteraceae,22,11,17,15,9,6,4,10,6,14
,Calditerrivibrio,0,0,0,0,0,0,0,0,0,0
,Calditerrivibrio nitroreducens,6,14,0,19,5,12,5,37,67,76
,Deferribacter,0,0,0,0,2,0,0,0,2,2
,Deferribacter desulfuricans,8,16,5,5,20,19,0,68,82,109
,Denitrovibrio,0,0,0,0,0,0,0,0,0,0
,Denitrovibrio acetiphilus,0,17,0,0,12,21,0,36,14,28
,Flexistipes,0,0,0,0,0,0,0,0,0,0
,Flexistipes sinusarabici,0,16,13,0,9,10,7,29,28,40
,Geovibrio,0,0,0,0,0,0,0,0,0,0
,Geovibrio thiophilus,0,32,6,14,9,17,5,32,7,14
,"environmental samples <bacteria,class Deferribacteres>",0,0,0,0,0,0,0,0,0,0
,uncultured Deferribacteres bacterium,0,6,0,0,0,0,0,0,9,5
,Dictyoglomi,0,0,0,0,0,0,0,0,0,0
,Dictyoglomia,0,0,0,0,0,0,0,0,0,0
,Dictyoglomales,0,0,0,0,0,0,0,0,0,0
,Dictyoglomaceae,0,0,0,0,0,0,0,0,0,0
,Dictyoglomus,0,21,0,25,12,12,7,80,91,117
,Dictyoglomus thermophilum,0,0,0,19,0,0,0,11,0,20
,Dictyoglomus turgidum,0,7,0,0,0,0,0,16,10,27
,Elusimicrobia,0,8,0,10,6,11,6,35,40,61
,Elusimicrobia <class>,0,0,0,0,0,0,0,2,0,0
,Elusimicrobiales,0,0,0,0,0,0,0,0,0,0
,Elusimicrobiaceae,0,0,0,0,0,0,0,0,0,0
,Elusimicrobium,0,1,0,0,0,0,0,0,0,0
,Elusimicrobium minutum,0,10,0,0,0,7,6,17,10,15
,"environmental samples <bacteria,superkingdom Bacteria>",276,985,396,343,422,428,183,549,355,586
,Aplysina aerophoba bacterial symbiont clone AANRPS,0,0,0,0,0,0,0,0,0,0
,bacterium enrichment culture,0,0,0,0,0,0,0,0,0,9
,bacterium enrichment culture clone fosmid MGS-K1,0,0,0,0,0,0,0,0,0,0
,bacterium enrichment culture DGGE band aps6,0,9,0,0,0,0,0,0,0,0
,uncultured bacterium,1908,7630,3612,2339,1967,2629,1197,4036,2907,6123
,uncultured bacterium 'To-T 020 P12',0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 1062,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 1116,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 126,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 12AC_lac13,0,10,6,0,0,0,0,0,0,0
,uncultured bacterium 148,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 182_10_L09,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 183_12_O16,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 183_24_C18,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 183_26_G23,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 183_29_M04,0,0,0,0,0,0,0,0,0,10
,uncultured bacterium 213,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 2303,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 246,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 259,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 270,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 293,0,0,0,7,0,0,0,0,0,0
,uncultured bacterium 35A20,0,0,0,0,0,0,0,0,5,6
,uncultured bacterium 59,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 66,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 70,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 8,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 888,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 92,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium 98,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium A1Q1_fos_160,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium A1Q1_fos_18,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium A1Q1_fos_1807,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium A1Q1_fos_1870,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium A1Q1_fos_2037,14,24,9,0,0,0,0,0,0,0
,uncultured bacterium A1Q1_fos_2067,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium A1Q1_fos_2286,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium A1Q1_fos_499,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium A1Q1_fos_515,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium A1Q1_fos_517,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium A1Q1_fos_550,0,0,0,0,0,0,0,0,0,6
,uncultured bacterium A1Q1_fos_560,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium A1Q1_fos_75,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium AD106-G5,0,5,0,0,0,0,0,0,0,0
,uncultured bacterium AD243-H1,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium Ad_125_D08,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium Ak20-3,0,0,0,0,0,0,0,6,0,0
,uncultured bacterium ARCTIC08_C_07,0,0,0,0,0,0,0,0,0,5
,uncultured bacterium ARCTIC47_D_06,0,0,0,0,0,0,0,0,0,6
,uncultured bacterium BAC-L1N9,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium BAC10-10,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium BAC10-4,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium Bio7,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium BLR8,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium BLR9,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00001,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00002,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00003,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00004,0,13,0,0,0,0,0,0,0,0
,uncultured bacterium contig00005,10,10,0,0,0,0,0,0,0,0
,uncultured bacterium contig00012,11,13,11,7,0,0,0,0,0,0
,uncultured bacterium contig00016,0,5,0,0,0,0,0,0,0,0
,uncultured bacterium contig00017,5,15,23,7,0,0,0,0,0,0
,uncultured bacterium contig00020,0,0,0,0,0,0,0,0,13,12
,uncultured bacterium contig00023,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00025,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00026,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00027,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00030,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00031,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00032,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00033,0,6,0,0,0,0,0,0,0,0
,uncultured bacterium contig00034,0,0,0,0,0,0,0,0,0,5
,uncultured bacterium contig00035,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00036,0,8,0,0,0,0,0,0,0,0
,uncultured bacterium contig00038,0,6,0,0,0,0,0,0,0,0
,uncultured bacterium contig00039,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00043,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00044,0,5,0,5,0,0,0,0,0,0
,uncultured bacterium contig00046,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00047,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00049,0,38,20,0,0,0,0,0,0,0
,uncultured bacterium contig00050,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00052,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00055,5,39,0,9,11,0,8,6,0,0
,uncultured bacterium contig00066,0,26,0,0,0,0,0,0,0,0
,uncultured bacterium contig00068,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00071,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00079,0,7,0,0,0,5,0,0,0,0
,uncultured bacterium contig00080,0,0,0,0,0,0,0,0,0,6
,uncultured bacterium contig00083,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00086,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00088,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00094,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00095,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00096,0,0,0,0,0,0,5,0,0,0
,uncultured bacterium contig00100,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00105,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00106,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00107,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00114,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00120,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00121,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00124,0,0,0,0,0,0,0,9,5,5
,uncultured bacterium contig00125,13,55,8,14,29,16,0,10,9,15
,uncultured bacterium contig00128,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00131,0,14,13,5,0,0,0,0,0,0
,uncultured bacterium contig00138,0,0,0,0,0,0,0,8,9,10
,uncultured bacterium contig00141,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00145,0,17,0,0,0,0,0,0,0,0
,uncultured bacterium contig00146(2014),0,0,0,0,0,0,0,6,0,6
,uncultured bacterium contig00147,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00148,0,0,0,0,0,6,0,0,0,0
,uncultured bacterium contig00151,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00155,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00156,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00163,0,5,0,0,0,0,0,0,0,0
,uncultured bacterium contig00167,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00170,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00172,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00174,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00175,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00179,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00180,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00182,0,12,0,0,0,0,0,0,0,0
,uncultured bacterium contig00187,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00189,0,0,47,0,0,0,5,0,0,0
,uncultured bacterium contig00199,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00203,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00216,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00219,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00228,0,5,0,0,0,0,0,0,0,0
,uncultured bacterium contig00229,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00250,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00286,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00306,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00311,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00326,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00351,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00388,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00396,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00405,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00411(2014),0,0,0,0,0,0,0,5,0,0
,uncultured bacterium contig00449,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig00510(2014),0,5,0,0,0,0,0,0,0,0
,uncultured bacterium contig00528,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium contig07432(2014),0,0,0,0,0,0,0,0,0,5
,uncultured bacterium contig10083(2014),0,0,0,0,0,0,0,0,0,0
,uncultured bacterium Contig140,0,0,0,0,5,0,0,0,0,0
,uncultured bacterium Contig1480,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium Contig1514,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium Contig9,0,0,0,0,0,0,0,0,0,5
,uncultured bacterium Contigcl_1774,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium CSL12,0,20,6,0,0,0,0,0,0,0
,uncultured bacterium CSL142,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000730,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000740,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000749,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000755,0,0,0,0,0,5,0,0,0,0
,uncultured bacterium ctg7180000000774,0,5,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000823,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000000852,0,0,0,0,0,0,0,0,6,0
,uncultured bacterium ctg7180000000969,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000001016,0,6,5,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000001094,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000001435,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium ctg7180000001454,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium F41-01,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium F42-01,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium FGYC_13M19,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium FLS18,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium FPPS_57A9,0,0,0,0,0,0,0,0,5,0
,uncultured bacterium HF0070_02E07,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium HF0770_23K07,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium HF0770_42P23,0,20,0,0,0,0,0,0,0,0
,uncultured bacterium KM3-18-F8,0,5,0,0,0,0,0,0,0,0
,uncultured bacterium KM4-9-H7,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium lac111,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium lac121,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium lac160,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium lac193,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium lac82,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium lac84,0,0,5,0,0,0,0,0,0,0
,uncultured bacterium OMZ60_05G23,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium OMZ60_11L23,0,6,0,0,0,0,0,0,0,0
,uncultured bacterium pSY1435,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium URE4,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium W4-21b,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium W4-39b,0,8,0,0,0,0,0,0,0,0
,uncultured bacterium W5-102b,0,0,0,0,0,0,0,0,0,0
,uncultured bacterium W5-15b,0,8,0,0,0,0,0,0,0,0
